Link Name,Source Physical Location,Source NE Name,Source NE ID,Source Board,Source Port,Sink Physical Location,Sink NE Name,Sink NE ID,Sink Board,Sink Port,Level,Up and down Rate Ratio(TX:RX),Source Protect Type,Sink Protect Type,Source Protection Group ID,Sink Protection Group ID,Source Protect Unit Type,Sink Protect Unit Type,Source Revertive Mode,Sink Revertive Mode,Source Protection Group Active Work Unit,Sink Protection Group Active Work Unit,Source XPIC Group ID,Sink XPIC Group ID,Source XPIC Group Capacity (Mbit/s),Sink XPIC Group Capacity (Mbit/s),Source XPIC Polarization Direction,Sink XPIC Polarization Direction,Source XPIC Adjoin NEID,Sink XPIC Adjoin NEID,Source XPIC Adjoin LinkID,Sink XPIC Adjoin LinkID,Source Frequency(GHz),Sink Frequency(GHz),Source ODU Frequency Range(MHz),Sink ODU Frequency Range(MHz),Source Equipment Infomation,Sink Equipment Infomation,Source Station Type,Sink Station Type,Source NE Frequency (MHz),Sink NE Frequency (MHz),Source NE Radio Work Mode,Sink NE Radio Work Mode,Source NE Preset Value of Transmit Power,Sink NE Preset Value of Transmit Power,Source NE Current Value of Transmit Power,Sink NE Current Value of Transmit Power,Source NE Preset Value of Receive Power,Sink NE Preset Value of Receive Power,Source NE Current Value of Receive Power,Sink NE Current Value of Receive Power,Source NE Max Value of Transmit Power of 24-Hour PM,Sink NE Max Value of Transmit Power of 24-Hour PM,Source NE Min Value of Transmit Power of 24-Hour PM,Sink NE Min Value of Transmit Power of 24-Hour PM,Source NE Max Value of Receive Power of 24-Hour PM,Sink NE Max Value of Receive Power of 24-Hour PM,Source NE Min Value of Receive Power of 24-Hour PM,Sink NE Min Value of Receive Power of 24-Hour PM,Source NE Guaranteed E1 Capacity,Sink NE Guaranteed E1 Capacity,Source NE Occupied E1 Capacity,Sink NE Occupied E1 Capacity,Source NE E1 Capacity Usage (%),Sink NE E1 Capacity Usage (%),Source NE Ethernet Capacity (Mbit/s),Sink NE Ethernet Capacity (Mbit/s),Source NE Max. Ethernet Throughput (kbps),Sink NE Max. Ethernet Throughput (kbps),Source NE Min. Ethernet Throughput (kbps),Sink NE Min. Ethernet Throughput (kbps),Source NE Average Ethernet Throughput (kbps),Sink NE Average Ethernet Throughput (kbps),Source NE ATPC Enable Status,Sink NE ATPC Enable Status,Source NE ATPC Upper Threshold,Sink NE ATPC Upper Threshold,Source NE ATPC Lower Threshold,Sink NE ATPC Lower Threshold,Source NE ATPC Automatic Threshold Enable Status,Sink NE ATPC Automatic Threshold Enable Status,Source NE ATPC Upper Automatic Threshold,Sink NE ATPC Upper Automatic Threshold,Source NE ATPC Lower Automatic Threshold,Sink NE ATPC Lower Automatic Threshold,Source NE AM Status,Sink NE AM Status,Source AM Full Capacity Modulation Format,Sink AM Full Capacity Modulation Format,Source AM Guaranteed Capacity Modulation Format,Sink AM Guaranteed Capacity Modulation Format,Highest-Order AM Scheme for Source NE,Highest-Order AM Scheme for Sink NE,Lowest-Order AM Scheme for Source NE,Lowest-Order AM Scheme for Sink NE,Link ID,Site Distance
l-4,,6432-RAJ_X1050_NE_1,Sep-32,5-ISV3,1(4650-RAJ_X0499_NE_1),,4650-RAJ_X0499_NE_1,Sep-50,4-ISV3,1(6432-RAJ_X1050_NE_1),Hybrid(101Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[7905.000,8024.000]","[8171.000,8290.000]",XMC-2,XMC-2,TX low,TX high,8010,8276,"2E1,14MHz,512QAMLight","2E1,14MHz,512QAMLight",17,17,6.6,6.6,-43.5,-43.5,-54.8,-55.7,8.6,8.5,6.5,6.3,-53.4,-54.3,-57.4,-58,2,2,0,0,0,0,95.996,95.996,47694,10860,0,269,12398,3609,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,4828,-
danger,,8099-RAJ_G0448_NE_1,Sep-99,3-ISV3,1(4650-RAJ_X0499_NE_1),,4650-RAJ_X0499_NE_1,Sep-50,6-ISV3,1(8099-RAJ_G0448_NE_1),Hybrid(101Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[10915.000,11215.000]","[11445.000,11745.000]",XMC-2,XMC-2,TX low,TX high,10982,11512,"3E1,14MHz,512QAMLight","3E1,14MHz,512QAMLight",22,22,22,21.9,-10,-10,-58.9,-59.3,24.1,22,21.8,21.9,-56.9,-56,-60.8,-63.8,3,3,2,2,66.67,66.67,93.922,93.922,37256,4716,14,21,4495,601,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,4829,-
l-6,,8064-CTG_X1338_NE_1,Sep-64,3-ISV3,1(8063-CTG_X0647_NE_1),,8063-CTG_X0647_NE_1,Sep-63,5-ISV3,1(8064-CTG_X1338_NE_1),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,17974,18984,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",13,13,2.3,1.5,-37.5,-37.5,-47.7,-47.7,2.3,2.2,1.9,1.5,-46.2,-45.8,-48.6,-49.4,0,0,0,0,-,-,53.699,53.699,39643,12664,205,231,12989,4283,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,4830,-
1,,8063-CTG_X0647_NE_1,Sep-63,3-ISV3,1(7564-CTG_X0819_NE_1),,7564-CTG_X0819_NE_1,Sep-64,5-ISV3,1(8063-CTG_X0647_NE_1),Hybrid(196Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-2,XMC-2,TX high,TX low,11439,10909,"0E1,28MHz,512QAM","0E1,28MHz,512QAM",9,9,-1,0,-40.5,-40.5,-50.3,-51.9,10.1,7,-1,-1,-48,-48,-53,-52.9,0,0,0,0,-,-,195.675,195.675,1,24,0,0,0,1,Enabled,Enabled,-48,-48,-53,-53,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAM,512QAM,QPSKStrong,QPSKStrong,/,/,/,/,4831,-
l-1,,7757-RAJ_W1519_NE_1,Sep-57,3-ISV3,1(7761-RAJ_X1326_NE_1),,7761-RAJ_X1326_NE_1,9-17761,3-ISV3,1(7757-RAJ_W1519_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24626,25634,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",15,15,0.1,0.1,-10,-10,-43.3,-43.5,0.1,0.1,0,0,-42.6,-43,-43.5,-43.9,0,0,0,0,-,-,88.203,88.203,46781,8878,173,209,12363,3257,Enabled,Enabled,-46,-46,-51,-51,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,/,/,/,/,4832,-
l-2,,7847-CTG_X0632_NE_1,Sep-47,4-ISV3,1(7852-CTG_X0895_NE_1),,7852-CTG_X0895_NE_1,Sep-52,3-ISV3,1(7847-CTG_X0632_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[14921.000,15145.000]","[14501.000,14725.000]",XMC-2,XMC-2,TX high,TX low,15131,14711,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",16,16,21,20.9,-10,-10,-49.3,-49.9,21,21.1,20.9,18.9,-47.2,-47.5,-51.5,-50.1,0,0,0,0,-,-,88.203,88.203,/,56874,/,226,/,16143,Enabled,Enabled,-47,-47,-52,-52,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,4833,-
l-3,,7761-RAJ_X1326_NE_1,9-17761,4-ISV3,1(3040-RAJ_X9017_NE_1),,3040-RAJ_X9017_NE_1,Sep-40,12-ISV3,1(7761-RAJ_X1326_NE_1),Hybrid(89Mbit/s),-,1+1(HSB),1+1(HSB),2,2,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8248,7982,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",21,21,6.5,6.5,-10,-10,-54.8,-53.5,6.6,7.6,6.4,6.4,-53.6,-52.2,-56.4,-54.9,0,0,0,0,-,-,88.203,88.203,68737,16931,441,580,23658,6886,Enabled,Enabled,-53.5,-53.5,-58.5,-58.5,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,4834,-
1,,2920-RAJ_X0418_NE_1,Sep-20,6-ISV3,1(7870-RAJ_G0878_NE_1),,7870-RAJ_G0878_NE_1,Sep-70,5-ISV3,1(2920-RAJ_X0418_NE_1),Hybrid(161Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[14501.000,14725.000]","[14921.000,15145.000]",XMC-2,XMC-2,TX low,TX high,14704,15124,"9E1,28MHz,128QAM","9E1,28MHz,128QAM",16,13,-0.1,0,-10,-10,-54.6,-54.5,0.2,0.1,-0.2,0,-54,-53.8,-54.9,-54.8,9,9,6,6,66.67,66.67,141.246,141.246,34150,117200,1710,1493,16544,52933,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSKStrong,QPSKStrong,/,/,/,/,4837,-
l-3,,8068-CTG_X1540_NE_1,Sep-68,3-ISV3,1(5289-CTG_X0655_NE_1),,5289-CTG_X0655_NE_1,Sep-89,4-ISV3,1(8068-CTG_X1540_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX low,TX high,8276,8010,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",17,17,12.1,11.9,-10,-10,-48,-47.4,17.2,16.1,9.2,9,-45.1,-45.1,-50,-50,0,0,0,0,-,-,108.702,108.702,59130,16072,609,676,22730,7523,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,4843,-
l-4,,8075-RAJ_X0178_NE_2,Sep-75,3-ISV3,1(8093-RAJ_G1121_NE_2),,8093-RAJ_G1121_NE_2,Sep-93,3-ISV3,1(8075-RAJ_X0178_NE_2),Hybrid(89Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-2,XMC-2,TX high,TX low,11432,10902,"2E1,14MHz,256QAM","2E1,14MHz,256QAM",18,18,18,18.2,-43.9,-43.9,-42.8,-43.7,18.1,18.2,17.9,18,-42.8,-43.7,-46,-46.4,2,2,0,0,0,0,84.054,84.054,11991,50148,370,318,4652,16445,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Disabled,Disabled,/,/,/,/,/,/,/,/,4844,-
l-5,,8075-RAJ_X0178_NE_2,Sep-75,5-ISV3,1(8093-RAJ_G1121_NE_2),,8093-RAJ_G1121_NE_2,Sep-93,5-ISV3,1(8075-RAJ_X0178_NE_2),Hybrid(89Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-2,XMC-2,TX high,TX low,11432,10902,"2E1,14MHz,256QAM","2E1,14MHz,256QAM",18,18,-55,-55,-10,-10,-48.2,-48.3,-55,-55,-55,-55,-48.2,-48.3,-51.3,-51.1,2,2,0,0,0,0,84.054,84.054,12148,53970,357,295,4652,16445,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Disabled,Disabled,/,/,/,/,/,/,/,/,4845,-
l-6,,3789-RAJ_W1409_NE_1,Sep-89,3-ISV3,1(38822-RAJ_G1121_NE_1),,38822-RAJ_G1121_NE_1,186-38822,3-ISV3,1(3789-RAJ_W1409_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,17981.88,18991.88,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",12,12,0,0,-10,-10,-51.2,-51.5,0,0.1,0,0,-50.6,-50,-51.9,-51.5,0,0,0,0,-,-,88.203,88.203,34281,7622,117,198,9169,2709,Enabled,Enabled,-62,-62,-67,-67,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,/,/,/,/,4846,-
l-7,,7761-RAJ_X1326_NE_1,9-17761,6-ISV3,1(3040-RAJ_X9017_NE_1),,3040-RAJ_X9017_NE_1,Sep-40,14-ISV3,1(7761-RAJ_X1326_NE_1),Hybrid(89Mbit/s),-,1+1(HSB),1+1(HSB),2,2,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8248,7982,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",21,21,-55,-55,-10,-10,-60.5,-59.6,-55,-55,-55,-55,-59.1,-57.9,-61.8,-60.8,0,0,0,0,-,-,88.203,88.203,68551,16629,441,570,23658,6886,Enabled,Enabled,-53.5,-53.5,-58.5,-58.5,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,4847,-
l-8,,7586-RAJ_X0547_NE_1,Sep-86,3-ISV3,1(5686-RAJ_X0684_NE_1),,5686-RAJ_X0684_NE_1,Sep-86,4-ISV3,1(7586-RAJ_X0547_NE_1),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[7905.000,8024.000]","[8171.000,8290.000]",XMC-2,XMC-2,TX low,TX high,8003,8269,"6E1,28MHz,2048QAM","6E1,28MHz,2048QAM",9,9,6.5,6.6,-10,-10,-46.8,-47.6,6.5,6.6,6.4,6.5,-46.2,-46.3,-47.8,-49.1,6,6,2,2,33.33,33.33,228.64,228.64,137810,48598,1940,2177,65669,23287,Enabled,Enabled,-52,-52,-57,-57,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,QPSKStrong,QPSKStrong,/,/,/,/,4850,-
l-24,,5564-CTG_X0268_NE_1,Sep-64,2-ISV3,1(7900-CTG_X0888_NE_1),,7900-CTG_X0888_NE_1,Sep-00,5-ISV3,1(5564-CTG_X0268_NE_1),Hybrid(217Mbit/s),-,1+1(HSB),1+1(HSB),1,2,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8269,8003,"0E1,28MHz,1024QAM","0E1,28MHz,1024QAM",30,30,-55,-55,-10,-10,-45.9,-45.9,-55,-55,-55,-55,-43.7,-44.2,-50.4,-51.7,0,0,0,0,-,-,216.664,216.664,21967,83244,747,912,8616,26406,Enabled,Enabled,-42,-42,-47,-47,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,QPSKStrong,QPSKStrong,/,/,/,/,4853,-
l-23,,5564-CTG_X0268_NE_1,Sep-64,1-ISV3,1(7900-CTG_X0888_NE_1),,7900-CTG_X0888_NE_1,Sep-00,3-ISV3,1(5564-CTG_X0268_NE_1),Hybrid(217Mbit/s),-,1+1(HSB),1+1(HSB),1,2,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8269,8003,"0E1,28MHz,1024QAM","0E1,28MHz,1024QAM",30,30,23,22.9,-45.1,-45.1,-44.8,-46.8,23,22.9,22.9,22.8,-42.3,-44.7,-49.1,-52.3,0,0,0,0,-,-,216.664,216.664,21862,83203,742,915,8616,26406,Enabled,Enabled,-42,-42,-47,-47,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,QPSKStrong,QPSKStrong,/,/,/,/,4854,-
l-14,,840-CTG_X0163_NE_1,9-840,4-ISV3,1(CTG_X0708_NE_1),,983-CTG_X0708_NE_1,9-983,3-ISV3,1(CTG_X0163_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25609.5,24601.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",5,5,0,0.1,-10,-10,-47.8,-48,0,0.1,0,0,-46.5,-46.6,-47.8,-48,0,0,0,0,-,-,42.269,42.269,0,0,0,0,0,0,Enabled,Enabled,-52,-52,-57,-57,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,4855,-
l-18,,7299-CTG_G1824_NE_1,Sep-99,3-ISV3,1(3485-CTG_X0016_NE_1),,3485-CTG_X0016_NE_1,Sep-85,4-ISV3,1(7299-CTG_G1824_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24612,25620,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",8,8,0.1,0,-10,-10,-40.3,-39.9,0.1,0.1,0,0,-39.8,-39.9,-40.3,-40.2,0,0,0,0,-,-,108.702,108.702,40841,12541,107,111,13779,3692,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,4859,-
l-15,,983-CTG_X0708_NE_1,9-983,4-ISV3,1(CTG_X1387_NE_1),,970-CTG_X1387_NE_1,9-970,3-ISV3,1(CTG_X0708_NE_1),Hybrid(101Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,17954.38,18964.38,"0E1,14MHz,512QAMLight","0E1,14MHz,512QAMLight",6,6,0,0,-10,-10,-41.9,-41.9,0.1,0,0,0,-41.6,-41.3,-41.9,-41.9,0,0,0,0,-,-,100.143,100.143,29441,89464,104,165,5555,22901,Enabled,Enabled,-42,-42,-47,-47,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,4862,-
l-21,,6025-CTG_R1349_NE_1,Sep-25,5-ISV3,1(6029-CTG_G1254_NE_1),,6029-CTG_G1254_NE_1,Sep-29,6-ISV3,1(6025-CTG_R1349_NE_1),Hybrid(109Mbit/s),-,1+1(HSB),1+1(HSB),1,2,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,11,11,"[11445.000,11745.000]","[10915.000,11215.000]",XMC-2,XMC-2,TX high,TX low,11540,11010,"15E1,14MHz,1024QAMLight","15E1,14MHz,1024QAMLight",18,18,-55,-55,-10,-10,-52.5,-58.6,-55,-55,-55,-55,-49.7,-49.9,-52.5,-58.6,15,15,0,0,0,0,77.655,77.655,37520,5649,76,47,3254,790,Enabled,Enabled,-43,-43,-48,-48,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,32QAM,32QAM,/,/,/,/,4863,-
l-20,,6025-CTG_R1349_NE_1,Sep-25,3-ISV3,1(6029-CTG_G1254_NE_1),,6029-CTG_G1254_NE_1,Sep-29,4-ISV3,1(6025-CTG_R1349_NE_1),Hybrid(109Mbit/s),-,1+1(HSB),1+1(HSB),1,2,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,11,11,"[11445.000,11745.000]","[10915.000,11215.000]",XMC-2,XMC-2,TX high,TX low,11540,11010,"15E1,14MHz,1024QAMLight","15E1,14MHz,1024QAMLight",18,18,20.1,20,-10,-10,-47.9,-53.7,20.1,20,14,13.9,-44.6,-45.4,-47.9,-53.7,15,15,9,9,60,60,77.655,77.655,42095,5635,79,47,3254,790,Enabled,Enabled,-43,-43,-48,-48,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,32QAM,32QAM,/,/,/,/,4864,-
l-29,,6574-RAJ_G1292_NE_1,Sep-74,3-ISV3,1(5837-RAJ_X0119_NE_1),,5837-RAJ_X0119_NE_1,Sep-37,6-ISV3,1(6574-RAJ_G1292_NE_1),Hybrid(196Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-2,XMC-2,TX high,TX low,11439,10909,"7E1,28MHz,512QAM","7E1,28MHz,512QAM",8,8,2.3,2,-10,-10,-52.2,-51.2,3.1,2,2.3,1.6,-49.8,-48.8,-52.2,-51.2,7,7,1,1,14.29,14.29,181.128,181.128,1,9,0,4,0,5,Enabled,Enabled,-48,-48,-53,-53,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAM,512QAM,16QAMStrong,16QAMStrong,/,/,/,/,4868,-
l-34,,7522-CTG_X1336_NE_1,Sep-22,3-ISV3,1(7523-CTG_X0811_NE_2),,7523-CTG_X0811_NE_2,Sep-23,3-ISV3,1(7522-CTG_X1336_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11445.000,11745.000]","[10915.000,11215.000]",XMC-2,XMC-2,TX high,TX low,11554,11024,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",14,14,14,14,-10,-10,-34.4,-33.9,14.1,14.1,13.9,14,-31.8,-31.7,-34.9,-34.2,0,0,0,0,-,-,108.702,108.702,92392,27644,654,941,36750,10862,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,4870,-
l-35,,8138-RAJ_X1403_NE_2,Sep-38,3-ISV3,1(2938-RAJ_X9018_NE_1),,2938-RAJ_X9018_NE_1,Sep-38,4-ISV3,1(8138-RAJ_X1403_NE_2),Hybrid(183Mbit/s),-,1+1(HSB),1+1(HSB),2,3,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,15,15,"[14921.000,15145.000]","[14501.000,14725.000]",XMC-2,XMC-2,TX high,TX low,15124,14704,"2E1,28MHz,256QAM","2E1,28MHz,256QAM",14,14,12.5,6.5,-10,-10,-52.3,-52.8,12.5,6.5,3.9,4.7,-51.1,-52.4,-52.4,-53.6,2,2,0,0,0,0,178.342,178.342,180091,32282,0,1487,53589,14847,Enabled,Enabled,-50,-50,-55,-55,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,/,/,/,/,4871,-
l-36,,8138-RAJ_X1403_NE_2,Sep-38,5-ISV3,1(2938-RAJ_X9018_NE_1),,2938-RAJ_X9018_NE_1,Sep-38,6-ISV3,1(8138-RAJ_X1403_NE_2),Hybrid(183Mbit/s),-,1+1(HSB),1+1(HSB),2,3,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,15,15,"[14921.000,15145.000]","[14501.000,14725.000]",XMC-2,XMC-2,TX high,TX low,15124,14704,"2E1,28MHz,256QAM","2E1,28MHz,256QAM",14,14,-55,-55,-10,-10,-57.2,-57.5,-55,-55,-55,-55,-56.3,-57.2,-57.8,-58.3,2,2,0,0,0,0,178.342,178.342,175883,32328,0,1339,53589,14847,Enabled,Enabled,-50,-50,-55,-55,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,/,/,/,/,4872,-
l-11,,6569-RAJ_X0375_NE_1,Sep-69,3-ISV3,1(2953-RAJ_X0240_NE_1),,2953-RAJ_X0240_NE_1,Sep-53,4-ISV3,1(6569-RAJ_X0375_NE_1),Hybrid(196Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[10915.000,11215.000]","[11445.000,11745.000]",XMC-2,XMC-2,TX low,TX high,11017,11547,"0E1,28MHz,512QAM","0E1,28MHz,512QAM",5,5,0.1,1.1,-45.7,-45.7,-49.9,-50.8,0.1,1.1,-2.1,0,-49,-50.8,-50.2,-52.1,0,0,0,0,-,-,195.675,195.675,40792,6996,94,189,4833,1515,Enabled,Enabled,-48,-48,-53,-53,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAM,512QAM,QPSK,QPSK,/,/,/,/,4877,-
l-12,,2953-RAJ_X0240_NE_1,Sep-53,8-ISV3,1(5292-RAJ_X0239_NE_1),,5292-RAJ_X0239_NE_1,Sep-92,3-ISV3,1(2953-RAJ_X0240_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8262,7996,"1E1,14MHz,256QAM","1E1,14MHz,256QAM",19,19,18.4,6.6,-10,-10,-54.8,-42.1,18.4,6.7,16.6,6.4,-52.4,-40.7,-54.8,-43.4,1,1,0,0,0,0,86.128,86.128,21363,74794,1377,1396,10113,31581,Enabled,Enabled,-54,-40,-59,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,4878,-
l-13,,6565-RAJ_X9004_NE_1,Sep-65,4-ISV3,1(5292-RAJ_X0239_NE_1),,5292-RAJ_X0239_NE_1,Sep-92,6-ISV3,1(6565-RAJ_X9004_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11445.000,11745.000]","[10915.000,11215.000]",XMC-2,XMC-2,TX high,TX low,11564.5,11034.5,"1E1,7MHz,256QAM","1E1,7MHz,256QAM",9,9,-0.7,-1,-10,-10,-55,-55.2,0.1,-1,-2,-1.9,-55,-53.5,-56.1,-56.5,1,1,0,0,0,0,40.215,40.215,2724,1491,96,180,814,571,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,4879,-
