Link Name,Source Physical Location,Source NE Name,Source NE ID,Source Board,Source Port,Sink Physical Location,Sink NE Name,Sink NE ID,Sink Board,Sink Port,Level,Up and down Rate Ratio(TX:RX),Source Protect Type,Sink Protect Type,Source Protection Group ID,Sink Protection Group ID,Source Protect Unit Type,Sink Protect Unit Type,Source Revertive Mode,Sink Revertive Mode,Source Protection Group Active Work Unit,Sink Protection Group Active Work Unit,Source XPIC Group ID,Sink XPIC Group ID,Source XPIC Group Capacity (Mbit/s),Sink XPIC Group Capacity (Mbit/s),Source XPIC Polarization Direction,Sink XPIC Polarization Direction,Source XPIC Adjoin NEID,Sink XPIC Adjoin NEID,Source XPIC Adjoin LinkID,Sink XPIC Adjoin LinkID,Source Frequency(GHz),Sink Frequency(GHz),Source ODU Frequency Range(MHz),Sink ODU Frequency Range(MHz),Source Equipment Infomation,Sink Equipment Infomation,Source Station Type,Sink Station Type,Source NE Frequency (MHz),Sink NE Frequency (MHz),Source NE Radio Work Mode,Sink NE Radio Work Mode,Source NE Preset Value of Transmit Power,Sink NE Preset Value of Transmit Power,Source NE Current Value of Transmit Power,Sink NE Current Value of Transmit Power,Source NE Preset Value of Receive Power,Sink NE Preset Value of Receive Power,Source NE Current Value of Receive Power,Sink NE Current Value of Receive Power,Source NE Max Value of Transmit Power of 24-Hour PM,Sink NE Max Value of Transmit Power of 24-Hour PM,Source NE Min Value of Transmit Power of 24-Hour PM,Sink NE Min Value of Transmit Power of 24-Hour PM,Source NE Max Value of Receive Power of 24-Hour PM,Sink NE Max Value of Receive Power of 24-Hour PM,Source NE Min Value of Receive Power of 24-Hour PM,Sink NE Min Value of Receive Power of 24-Hour PM,Source NE Guaranteed E1 Capacity,Sink NE Guaranteed E1 Capacity,Source NE Occupied E1 Capacity,Sink NE Occupied E1 Capacity,Source NE E1 Capacity Usage (%),Sink NE E1 Capacity Usage (%),Source NE Ethernet Capacity (Mbit/s),Sink NE Ethernet Capacity (Mbit/s),Source NE Max. Ethernet Throughput (kbps),Sink NE Max. Ethernet Throughput (kbps),Source NE Min. Ethernet Throughput (kbps),Sink NE Min. Ethernet Throughput (kbps),Source NE Average Ethernet Throughput (kbps),Sink NE Average Ethernet Throughput (kbps),Source NE ATPC Enable Status,Sink NE ATPC Enable Status,Source NE ATPC Upper Threshold,Sink NE ATPC Upper Threshold,Source NE ATPC Lower Threshold,Sink NE ATPC Lower Threshold,Source NE ATPC Automatic Threshold Enable Status,Sink NE ATPC Automatic Threshold Enable Status,Source NE ATPC Upper Automatic Threshold,Sink NE ATPC Upper Automatic Threshold,Source NE ATPC Lower Automatic Threshold,Sink NE ATPC Lower Automatic Threshold,Source NE AM Status,Sink NE AM Status,Source AM Full Capacity Modulation Format,Sink AM Full Capacity Modulation Format,Source AM Guaranteed Capacity Modulation Format,Sink AM Guaranteed Capacity Modulation Format,Highest-Order AM Scheme for Source NE,Highest-Order AM Scheme for Sink NE,Lowest-Order AM Scheme for Source NE,Lowest-Order AM Scheme for Sink NE,Link ID,Site Distance
l-8,,5442-DHK_X2545_NE_1,Sep-42,4-ISV3,1(5423-DHK_X4337_NE_1),,5423-DHK_X4337_NE_1,Sep-23,4-ISV3,1(5442-DHK_X2545_NE_1),Hybrid(17Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,18949,17939,"1E1,3.5MHz,128QAM","1E1,3.5MHz,128QAM",9,9,0.1,-0.1,-10,-10,-45,-44.8,0.1,0.3,-0.3,-0.1,-43,-42.8,-47.1,-47.1,1,1,0,0,0,0,14.818,14.818,18,19,0,0,1,1,Enabled,Enabled,-56,-56,-61,-61,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSKStrong,QPSKStrong,256QAM,/,QPSKStrong,/,15302,-
l-1 Danger,,4844-DHK_X4255_NE_1,Sep-44,4-ISV3,1(7215-DHK_X5049_NE_1-M),,7215-DHK_X5049_NE_1,Sep-15,4-ISV3,1(4844-DHK_X4255_NE_1-M),Hybrid(43Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,17940.625,18950.625,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",15,15,0,-0.1,-10,-10,-54.6,-54.6,0.3,0.2,-0.1,-0.2,-52.4,-52.8,-56.3,-57,0,0,0,0,-,-,42.269,42.269,67,325,0,0,0,0,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,15303,-
l-2 Danger,,4844-DHK_X4255_NE_1,Sep-44,6-ISV3,1(7215-DHK_X5049_NE_1-S),,7215-DHK_X5049_NE_1,Sep-15,6-ISV3,1(4844-DHK_X4255_NE_1-S),Hybrid(43Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,17947.5,18957.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",15,15,-55,-55,-10,-10,-54.7,-54.1,-55,-55,-55,-55,-52.6,-52.5,-56.3,-56.9,0,0,0,0,-,-,42.269,42.269,70,328,0,0,0,0,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,15304,-
l-3,,9028-DHK_X0196_NE_2,Sep-28,3-ISV3,1(9026-DHK_X0337_NE_2),,9026-DHK_X0337_NE_2,Sep-26,7-ISV3,1(9028-DHK_X0196_NE_2),Hybrid(161Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24619,25627,"0E1,28MHz,128QAM","0E1,28MHz,128QAM",0,0,0.1,0,-10,-10,-39.9,-39.6,0.1,0.1,0,0,-39.8,-39.4,-40.1,-39.8,0,0,0,0,-,-,159.919,159.919,84000,28687,605,544,24853,5001,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSKStrong,QPSKStrong,2048QAM,/,QPSKStrong,/,15305,-
l-4,,9028-DHK_X0196_NE_2,Sep-28,5-ISV3,1(9026-DHK_X0337_NE_2),,9026-DHK_X0337_NE_2,Sep-26,9-ISV3,1(9028-DHK_X0196_NE_2),Hybrid(161Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24619,25627,"0E1,28MHz,128QAM","0E1,28MHz,128QAM",0,0,-55,-55,-10,-10,-39.4,-39.8,-55,-55,-55,-55,-39.2,-39.5,-39.5,-39.8,0,0,0,0,-,-,159.919,159.919,84225,28393,605,546,24852,5001,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSKStrong,QPSKStrong,2048QAM,/,QPSKStrong,/,15306,-
l-8,,2471-DHK_X0506_NE_1,Sep-71,6-ISV3,1(9107-DHK_X2606_NE_2),,9107-DHK_X2606_NE_2,Sep-07,3-ISV3,1(2471-DHK_X0506_NE_1),Hybrid(17Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-2,XMC-2,TX high,TX low,11430.25,10900.25,"0E1,3.5MHz,128QAM","0E1,3.5MHz,128QAM",14,14,-3.9,-4,-10,-10,-58.7,-57.6,0.2,0.2,-3.9,-4.2,-56,-56,-61,-60.9,0,0,0,0,-,-,16.875,53.699,2195,2816,200,115,853,1114,Enabled,Enabled,-56,-56,-61,-61,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSKStrong,QPSKStrong,256QAM,1024QAMLight,QPSKStrong,QPSKStrong,15311,-
l-1,,2130-DHK_X4291_NE_1,Sep-30,6-ISV3,1(9118-DHK_X2294_NE_2),,9118-DHK_X2294_NE_2,Sep-18,4-ISV3,1(2130-DHK_X4291_NE_1),Hybrid(43Mbit/s),-,1+1(HSB),1+1(HSB),1,2,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37152.5,38412.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",8,8,16,16,-10,-10,-53.5,-56.6,16,16.1,15.9,16,-52.9,-55,-54.2,-57.3,0,0,0,0,-,-,42.269,42.269,0,0,0,0,0,0,Enabled,Enabled,-51,-51,-56,-56,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,1024QAMLight,2048QAM,QPSKStrong,QPSKStrong,15314,-
l-2,,2130-DHK_X4291_NE_1,Sep-30,4-ISV3,1(9118-DHK_X2294_NE_2),,9118-DHK_X2294_NE_2,Sep-18,6-ISV3,1(2130-DHK_X4291_NE_1),Hybrid(43Mbit/s),-,1+1(HSB),1+1(HSB),1,2,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37156,38416,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",8,8,-55,-55,-10,-10,-54,-55.2,-55,-55,-55,-55,-52.9,-53.4,-55,-55.9,0,0,0,0,-,-,42.269,42.269,0,0,0,0,0,0,Enabled,Enabled,-51,-51,-56,-56,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,1024QAMLight,2048QAM,QPSKStrong,QPSKStrong,15315,-
l-3,,38767-DHK_X2627_NE_2,165-38767,5-ISV3,1(2134-DHK_X0159_NE_1),,2134-DHK_X0159_NE_1,Sep-34,5-ISV3,1(DHK_X2627_NE_2),Hybrid(17Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,18010.75,19020.75,"0E1,3.5MHz,128QAM","0E1,3.5MHz,128QAM",7,7,0,0.1,-10,-10,-52,-51.6,22.1,22.2,0,0.1,-52,-51.6,-63,-60.9,0,0,0,0,-,-,16.875,16.875,0,0,0,0,0,0,Enabled,Enabled,-56,-56,-61,-61,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSKStrong,QPSKStrong,1024QAMLight,256QAM,QPSKStrong,QPSKStrong,15316,-
l-1,,682-DHK_X9015_NE_1,9-682,10-ISV3,1(DHK_X0421_NE_1),,681-DHK_X0421_NE_1,9-681,5-ISV3,1(DHK_X9015_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37128,38388,"1E1,28MHz,1024QAMLight","1E1,28MHz,1024QAMLight",0,0,0,0,-10,-10,-33.4,-33.7,0.1,0,0,0,-33,-33.3,-33.4,-33.7,1,1,0,0,0,0,225.323,225.323,28726,127784,1159,1178,10148,44706,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,15317,-
l-98,,9314-DHK_X2130_NE_2,Sep-14,3-ISV3,1(DHK_X0475_NE_1),,730-DHK_X0475_NE_1,9-730,3-ISV3,1(DHK_X2130_NE_2),Hybrid(183Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Work Unit,Work Unit,Revertive,Revertive,Protect Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37128,38388,"0E1,28MHz,256QAM","0E1,28MHz,256QAM",6,6,0.1,0,-10,-10,-41,-39.6,0.1,0,0,-0.1,-39.6,-39.3,-41,-39.6,0,0,0,0,-,-,182.507,182.507,25652,101815,396,374,7359,35558,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,15322,-
l-99,,9314-DHK_X2130_NE_2,Sep-14,5-ISV3,1(730-DHK_X0475_NE_1),,730-DHK_X0475_NE_1,9-730,5-ISV3,1(9314-DHK_X2130_NE_2),Hybrid(183Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37128,38388,"0E1,28MHz,256QAM","0E1,28MHz,256QAM",6,6,-55,-55,-10,-10,-40.2,-40.7,-55,-55,-55,-55,-38.5,-40.5,-40.2,-40.9,0,0,0,0,-,-,182.507,182.507,25704,95282,405,477,7359,35557,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,15323,-
Will be Dismantled_MW Ring Optimization Project.,,2652-DHK_X2663_NE_1,Sep-52,5-ISV3,1(2631-DHK_X1733_NE_1),,2631-DHK_X1733_NE_1,Sep-31,5-ISV3,1(2652-DHK_X2663_NE_1),Hybrid(17Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25593.75,24585.75,"0E1,3.5MHz,128QAM","0E1,3.5MHz,128QAM",3,3,0.1,0.1,-40.2,-40.2,-42.7,-42.4,0.2,0.3,-0.1,0.1,-42.4,-42,-43.2,-42.9,0,0,0,0,-,-,16.875,16.875,0,9,0,3,0,4,Enabled,Enabled,-52,-52,-57,-57,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSKStrong,QPSKStrong,/,/,/,/,15326,-
l-1,,5525-DHK_X9002_NE_3,Sep-25,3-ISV3,1(DHK_X0679_NE_1),,5139-DHK_X0679_NE_1,Sep-39,4-ISV3,1(DHK_X9002_NE_3),Hybrid(228Mbit/s),-,1+1(HSB),1+1(HSB),5,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-2,XMC-2,TX high,TX low,11439,10909,"5E1,28MHz,1024QAMLight","5E1,28MHz,1024QAMLight",17,17,12.2,12,-10,-10,-45.3,-44.1,12.2,12,10,9.9,-45.3,-44.1,-46.7,-45.9,5,5,3,3,60,60,217.022,217.022,43070,120068,798,698,14673,50521,Enabled,Enabled,-43,-43,-48,-48,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,15330,-
l-2,,5525-DHK_X9002_NE_3,Sep-25,5-ISV3,1(DHK_X0679_NE_1),,5139-DHK_X0679_NE_1,Sep-39,6-ISV3,1(DHK_X9002_NE_3),Hybrid(228Mbit/s),-,1+1(HSB),1+1(HSB),5,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-2,XMC-2,TX high,TX low,11439,10909,"5E1,28MHz,1024QAMLight","5E1,28MHz,1024QAMLight",17,17,-55,-55,-10,-10,-49.1,-48.7,-55,-55,-55,-55,-49.1,-48.7,-50.5,-50.5,5,5,0,0,0,0,217.022,217.022,43214,119456,791,694,14673,50521,Enabled,Enabled,-43,-43,-48,-48,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,15331,-
l-1,,1797-DHK_X0766_NE_1,9-1797,6-ISV3,1(3286-DHK_R3896_NE_1),,3286-DHK_R3896_NE_1,Sep-86,3-ISV3,1(1797-DHK_X0766_NE_1),Hybrid(101Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37121,38381,"0E1,14MHz,512QAMLight","0E1,14MHz,512QAMLight",7,7,0,0,-10,-10,-40.1,-39.7,0.1,0,0,0,-39.5,-39,-40.1,-39.7,0,0,0,0,-,-,100.143,100.143,29961,78264,529,401,6510,20790,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,256QAM,/,QPSKStrong,/,15335,-
Chain_05(DHK_X9034),,7572-DHK_X2661_NE_1,Sep-72,4-ISV3,1(7572-DHK_X2662_NE_1),,7511-DHK_X2662_NE_1,Sep-11,4-ISV3,1(7572-DHK_X2661_NE_1),Hybrid(43Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,11,11,"[11445.000,11745.000]","[10915.000,11215.000]",XMC-2,XMC-2,TX high,TX low,11522.5,10992.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",17,17,0.8,0.2,-10,-10,-56,-56.5,1.2,1.3,0.8,-1,-53.4,-54.1,-57.5,-57.2,0,0,0,0,-,-,42.269,42.269,0,0,0,0,0,0,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,2048QAM,/,QPSKStrong,/,15339,-
Chain_05(DHK_X9034),,7572-DHK_X2661_NE_1,Sep-72,6-ISV3,1(7572-DHK_X2662_NE_1),,7511-DHK_X2662_NE_1,Sep-11,6-ISV3,1(7572-DHK_X2661_NE_1),Hybrid(43Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,11,11,"[11445.000,11745.000]","[10915.000,11215.000]",XMC-2,XMC-2,TX high,TX low,11519,10989,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",17,17,-55,-55,-10,-10,-61,-61.1,-55,-55,-55,-55,-58.2,-58.8,-62.4,-61.9,0,0,0,0,-,-,42.269,42.269,0,0,0,0,0,0,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,2048QAM,/,QPSKStrong,/,15340,-
Chain_04,,6591-DHK_X4399_NE_1,Sep-91,4-ISV3,1(7580-DHK_X2698_NE_2),,7580-DHK_X2698_NE_2,Sep-80,4-ISV3,1(6591-DHK_X4399_NE_1),Hybrid(43Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,17968.125,18978.125,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",19,19,0,0,-10,-10,-50.9,-52.4,0.2,0.1,-0.2,-0.3,-47,-48.6,-53.6,-55.3,0,0,0,0,-,-,42.269,42.269,0,0,0,0,0,0,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,2048QAM,/,QPSKStrong,15341,-
Chain_04,,6591-DHK_X4399_NE_1,Sep-91,6-ISV3,1(7580-DHK_X2698_NE_2),,7580-DHK_X2698_NE_2,Sep-80,6-ISV3,1(6591-DHK_X4399_NE_1),Hybrid(43Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,17968.125,18978.125,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",19,19,-55,-55,-10,-10,-52,-51.7,-55,-55,-55,-55,-47.8,-48.4,-54.4,-55.1,0,0,0,0,-,-,42.269,42.269,0,0,0,0,0,0,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,2048QAM,/,QPSKStrong,15342,-
l-5,,7116-DHK_G4322_NE_1,Sep-16,4-ISV3,1(8902-DHK_X0225_NE_2),,8902-DHK_X0225_NE_2,Sep-02,7-ISV3,1(7116-DHK_G4322_NE_1),Hybrid(43Mbit/s),-,1+1(HSB),1+1(HSB),1,4,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,8,8,"[7905.000,8024.000]","[8171.000,8290.000]",XMC-2,XMC-2,TX low,TX high,7971.5,8237.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",15,15,6.5,6.5,-10,-10,-51.2,-51.1,6.6,6.6,6.4,6.4,-49.7,-50.2,-51.9,-52.6,0,0,0,0,-,-,42.269,42.269,3650,2370,50,124,1305,892,Enabled,Enabled,-54,-54,-59,-59,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,15343,-
l-6,,7116-DHK_G4322_NE_1,Sep-16,6-ISV3,1(8902-DHK_X0225_NE_2),,8902-DHK_X0225_NE_2,Sep-02,9-ISV3,1(7116-DHK_G4322_NE_1),Hybrid(43Mbit/s),-,1+1(HSB),1+1(HSB),1,4,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,8,8,"[7905.000,8024.000]","[8171.000,8290.000]",XMC-2,XMC-2,TX low,TX high,7975,8241,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",15,15,-55,-55,-10,-10,-51,-51.3,-55,-55,-55,-55,-49.5,-50.3,-51.7,-52.5,0,0,0,0,-,-,42.269,42.269,3634,2327,49,121,1305,892,Enabled,Enabled,-54,-54,-59,-59,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,15344,-
l-1,,9140-DHK_X0748_NE_2,Sep-40,3-ISV3,1(1966-DHK_X0438_NE_2),,1966-DHK_X0438_NE_2,Sep-66,2-ISV3,1(9140-DHK_X0748_NE_2),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-2,XMC-2,TX high,TX low,38388,37128,"0E1,28MHz,1024QAMLight","0E1,28MHz,1024QAMLight",0,0,0.2,0,-10,-10,-37,-38,0.2,0.1,0,0,-36.5,-37.2,-37,-38,0,0,0,0,-,-,227.398,227.398,85816,19590,227,325,18669,3909,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,15348,-
l-1,,9070-DHK_X0091_NE_2,Sep-70,3-ISV3,1(1076-DHK_X4480_NE_2),,1076-DHK_X4480_NE_2,9-1076,1-ISV3,1(DHK_X0091_NE_2),Hybrid(43Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,18954.25,17944.25,"2E1,7MHz,256QAM","2E1,7MHz,256QAM",13,13,0.2,0.2,-10,-10,-53.4,-53.1,0.2,0.2,-0.1,-0.3,-53.2,-52.4,-54.3,-53.6,2,2,0,0,0,0,38.16,38.16,0,0,0,0,0,0,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,1024QAMLight,/,QPSKStrong,15351,-
l-2,,9070-DHK_X0091_NE_2,Sep-70,5-ISV3,1(1076-DHK_X4480_NE_2),,1076-DHK_X4480_NE_2,9-1076,2-ISV3,1(DHK_X0091_NE_2),Hybrid(43Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,18957.5,17947.5,"2E1,7MHz,256QAM","2E1,7MHz,256QAM",13,13,-55,-55,-10,-10,-52.3,-52.8,-55,-55,-55,-55,-52.1,-52.2,-53.4,-53.3,2,2,0,0,0,0,38.16,38.16,0,0,0,0,0,0,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,1024QAMLight,/,QPSKStrong,15352,-
l-3,,8872-DHK_X5584_NE_1,Sep-72,3-ISV3,1(2780-DHK_X0453_NE_1),,2780-DHK_X0453_NE_1,Sep-80,6-ISV3,1(8872-DHK_X5584_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-2,XMC-2,TX high,TX low,11432,10902,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",11,12,0,0.1,-42.4,-42.4,-52.5,-51.9,4.1,3.1,-2,-3.1,-50.1,-50.1,-55,-54.9,0,0,0,0,-,-,88.203,88.203,80010,25233,738,860,38002,12081,Enabled,Enabled,-50,-50,-55,-55,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,/,256QAM,/,QPSKStrong,15353,-
F1,,1457-DHK_X3537_NE_2,9-1457,5-ISV3,1(1628-DHK_X1132_NE_1),,1628-DHK_X1132_NE_1,9-1628,5-ISV3,1(1457-DHK_X3537_NE_2),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,19005.625,17995.625,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",7,7,7.6,5.5,-10,-10,-46.3,-45.8,7.6,5.7,5.4,5.5,-45.6,-45.8,-46.3,-46.9,0,0,0,0,-,-,108.702,108.702,5379,19242,0,0,1467,3121,Enabled,Enabled,-44,-44,-49,-49,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,15354,-
